date,priceArea,consumptionGroup,quantityKwh_sum,quantityKwh_mean,countMeteringPoints_sum
2025-11-11,NO4,SECONDARY,30085598.5,1253566.6041666667,0.0
2025-11-11,NO4,TERTIARY,13123865.05,546827.7104166667,0.0
2025-11-11,NO5,CABIN,844023.471,35167.644625,0.0
2025-11-11,NO5,HOUSEHOLD,9791782.4,407990.93333333335,0.0
2025-11-11,NO5,PRIMARY,345293.898,14387.24575,0.0
2025-11-11,NO5,SECONDARY,27351459.9,1139644.1624999999,0.0
2025-11-11,NO5,TERTIARY,7035680.82,293153.3675,0.0
2025-11-12,NO1,CABIN,1716175.17,71507.29875,0.0
2025-11-12,NO1,HOUSEHOLD,42686919.1,1778621.6291666667,0.0
2025-11-12,NO1,PRIMARY,1082487.332,45103.63883333333,0.0
2025-11-12,NO1,SECONDARY,17096519.09,712354.9620833333,0.0
2025-11-12,NO1,TERTIARY,29586950.75,1232789.6145833333,0.0
2025-11-12,NO2,CABIN,1259240.609,52468.35870833333,0.0
2025-11-12,NO2,HOUSEHOLD,24559729.28,1023322.0533333333,0.0
2025-11-12,NO2,PRIMARY,2031348.485,84639.52020833334,0.0
2025-11-12,NO2,SECONDARY,56830418.1,2367934.0875,0.0
2025-11-12,NO2,TERTIARY,15205330.02,633555.4175,0.0
2025-11-12,NO3,CABIN,992526.304,41355.26266666667,0.0
2025-11-12,NO3,HOUSEHOLD,17727527.95,738646.9979166667,0.0
2025-11-12,NO3,PRIMARY,2295321.5,95638.39583333333,0.0
2025-11-12,NO3,SECONDARY,46451702.5,1935487.6041666667,0.0
2025-11-12,NO3,TERTIARY,15747435.62,656143.1508333333,0.0
2025-11-12,NO4,CABIN,1361087.351,56711.97295833333,0.0
2025-11-12,NO4,HOUSEHOLD,16419187.27,684132.8029166666,0.0
2025-11-12,NO4,PRIMARY,1648157.7,68673.2375,0.0
2025-11-12,NO4,SECONDARY,29772637.6,1240526.5666666667,0.0
2025-11-12,NO4,TERTIARY,13161671.6,548402.9833333333,0.0
2025-11-12,NO5,CABIN,839282.869,34970.11954166667,0.0
2025-11-12,NO5,HOUSEHOLD,9894284.32,412261.8466666667,0.0
2025-11-12,NO5,PRIMARY,347157.80700000003,14464.908625000002,0.0
2025-11-12,NO5,SECONDARY,27834912.3,1159788.0125,0.0
2025-11-12,NO5,TERTIARY,7103308.66,295971.19416666665,0.0
2025-11-13,NO1,CABIN,2247446.751,93643.614625,0.0
2025-11-13,NO1,HOUSEHOLD,46676540.9,1944855.8708333333,0.0
2025-11-13,NO1,PRIMARY,1135083.962,47295.16508333333,0.0
2025-11-13,NO1,SECONDARY,18465518.05,769396.5854166667,0.0
2025-11-13,NO1,TERTIARY,31985293.490000002,1332720.5620833335,0.0
2025-11-13,NO2,CABIN,1604465.095,66852.71229166667,0.0
2025-11-13,NO2,HOUSEHOLD,27065456.64,1127727.36,0.0
2025-11-13,NO2,PRIMARY,2089973.438,87082.22658333334,0.0
2025-11-13,NO2,SECONDARY,56331433.2,2347143.0500000003,0.0
2025-11-13,NO2,TERTIARY,16600390.92,691682.955,0.0
2025-11-13,NO3,CABIN,1249929.099,52080.379125,0.0
2025-11-13,NO3,HOUSEHOLD,20019913.18,834163.0491666667,0.0
2025-11-13,NO3,PRIMARY,2377956.912,99081.538,0.0
2025-11-13,NO3,SECONDARY,48075156.2,2003131.5083333335,0.0
2025-11-13,NO3,TERTIARY,17060137.4,710839.0583333332,0.0
2025-11-13,NO4,CABIN,1342836.882,55951.53675,0.0
2025-11-13,NO4,HOUSEHOLD,16172975.27,673873.9695833334,0.0
2025-11-13,NO4,PRIMARY,1646503.374,68604.30725,0.0
2025-11-13,NO4,SECONDARY,30189170.5,1257882.1041666667,0.0
2025-11-13,NO4,TERTIARY,13130920.93,547121.7054166667,0.0
2025-11-13,NO5,CABIN,1089877.374,45411.557250000005,0.0
2025-11-13,NO5,HOUSEHOLD,11307045.379999999,471126.8908333333,0.0
2025-11-13,NO5,PRIMARY,355912.271,14829.677958333334,0.0
2025-11-13,NO5,SECONDARY,28513262.0,1188052.5833333333,0.0
2025-11-13,NO5,TERTIARY,7961540.44,331730.8516666667,0.0
2025-11-14,NO1,CABIN,3080577.755,128357.40645833332,0.0
2025-11-14,NO1,HOUSEHOLD,54676417.2,2278184.0500000003,0.0
2025-11-14,NO1,PRIMARY,1209447.25,50393.635416666664,0.0
2025-11-14,NO1,SECONDARY,19783245.55,824301.8979166667,0.0
2025-11-14,NO1,TERTIARY,34962546.0,1456772.75,0.0
2025-11-14,NO2,CABIN,2277620.338,94900.84741666667,0.0
2025-11-14,NO2,HOUSEHOLD,31262150.8,1302589.6166666667,0.0
2025-11-14,NO2,PRIMARY,2127817.24,88659.05166666668,0.0
2025-11-14,NO2,SECONDARY,54646152.3,2276923.0124999997,0.0
2025-11-14,NO2,TERTIARY,18194964.86,758123.5358333333,0.0
2025-11-14,NO3,CABIN,1519791.663,63324.652624999995,0.0
2025-11-14,NO3,HOUSEHOLD,21682314.52,903429.7716666666,0.0
2025-11-14,NO3,PRIMARY,2443223.13,101800.96375,0.0
2025-11-14,NO3,SECONDARY,47630099.5,1984587.4791666667,0.0
2025-11-14,NO3,TERTIARY,17936692.25,747362.1770833334,0.0
2025-11-14,NO4,CABIN,1461600.903,60900.037625,0.0
2025-11-14,NO4,HOUSEHOLD,16847151.0,701964.625,0.0
2025-11-14,NO4,PRIMARY,1633063.273,68044.30304166667,0.0
2025-11-14,NO4,SECONDARY,30475633.5,1269818.0625,0.0
2025-11-14,NO4,TERTIARY,13524643.37,563526.8070833333,0.0
2025-11-14,NO5,CABIN,1438044.838,59918.534916666664,0.0
2025-11-14,NO5,HOUSEHOLD,12806444.78,533601.8658333333,0.0
2025-11-14,NO5,PRIMARY,378688.867,15778.702791666668,0.0
2025-11-14,NO5,SECONDARY,27277831.3,1136576.3041666667,0.0
2025-11-14,NO5,TERTIARY,8739297.25,364137.3854166667,0.0
2025-11-15,NO1,CABIN,3429735.93,142905.66375,0.0
2025-11-15,NO1,HOUSEHOLD,59054878.7,2460619.9458333333,0.0
2025-11-15,NO1,PRIMARY,1271642.546,52985.10608333334,0.0
2025-11-15,NO1,SECONDARY,16780694.0,699195.5833333334,0.0
2025-11-15,NO1,TERTIARY,30542791.3,1272616.3041666667,0.0
2025-11-15,NO2,CABIN,2643751.185,110156.299375,0.0
2025-11-15,NO2,HOUSEHOLD,33911725.0,1412988.5416666667,0.0
2025-11-15,NO2,PRIMARY,2155773.624,89823.901,0.0
2025-11-15,NO2,SECONDARY,51692823.4,2153867.6416666666,0.0
2025-11-15,NO2,TERTIARY,16093124.31,670546.8462500001,0.0
2025-11-15,NO3,CABIN,1561647.057,65068.627375000004,0.0
2025-11-15,NO3,HOUSEHOLD,21789219.26,907884.1358333334,0.0
2025-11-15,NO3,PRIMARY,2421860.571,100910.857125,0.0
2025-11-15,NO3,SECONDARY,46041478.3,1918394.9291666665,0.0
2025-11-15,NO3,TERTIARY,15908487.26,662853.6358333334,0.0
2025-11-15,NO4,CABIN,1434425.079,59767.711624999996,0.0
2025-11-15,NO4,HOUSEHOLD,16490024.01,687084.33375,0.0
2025-11-15,NO4,PRIMARY,1581545.418,65897.72575,0.0
2025-11-15,NO4,SECONDARY,28806666.2,1200277.7583333333,0.0
2025-11-15,NO4,TERTIARY,12116809.1,504867.04583333334,0.0
2025-11-15,NO5,CABIN,1625131.606,67713.81691666666,0.0
2025-11-15,NO5,HOUSEHOLD,13734722.37,572280.09875,0.0
2025-11-15,NO5,PRIMARY,383554.847,15981.451958333333,0.0
2025-11-15,NO5,SECONDARY,26928842.9,1122035.1208333333,0.0
2025-11-15,NO5,TERTIARY,7631062.66,317960.94416666665,0.0
2025-11-16,NO1,CABIN,2781734.3619999997,115905.59841666666,0.0
2025-11-16,NO1,HOUSEHOLD,58653566.1,2443898.5875,0.0
2025-11-16,NO1,PRIMARY,1236978.719,51540.77995833333,0.0
2025-11-16,NO1,SECONDARY,16617869.94,692411.2474999999,0.0
2025-11-16,NO1,TERTIARY,28499772.6,1187490.5250000001,0.0
2025-11-16,NO2,CABIN,2143625.889,89317.745375,0.0
2025-11-16,NO2,HOUSEHOLD,32865348.7,1369389.5291666666,0.0
2025-11-16,NO2,PRIMARY,2135421.517,88975.89654166666,0.0
2025-11-16,NO2,SECONDARY,52166521.5,2173605.0625,0.0
2025-11-16,NO2,TERTIARY,14591456.82,607977.3675,0.0
2025-11-16,NO3,CABIN,1399540.409,58314.18370833333,0.0
2025-11-16,NO3,HOUSEHOLD,21817196.92,909049.8716666667,0.0
2025-11-16,NO3,PRIMARY,2408853.757,100368.90654166667,0.0
2025-11-16,NO3,SECONDARY,45479492.2,1894978.8416666668,0.0
2025-11-16,NO3,TERTIARY,15383277.72,640969.905,0.0
2025-11-16,NO4,CABIN,1410760.242,58781.676750000006,0.0
2025-11-16,NO4,HOUSEHOLD,16988273.19,707844.71625,0.0
2025-11-16,NO4,PRIMARY,1594870.529,66452.93870833334,0.0
2025-11-16,NO4,SECONDARY,28854237.8,1202259.9083333334,0.0
2025-11-16,NO4,TERTIARY,12049099.09,502045.79541666666,0.0
2025-11-16,NO5,CABIN,1291148.423,53797.85095833333,0.0
2025-11-16,NO5,HOUSEHOLD,13129429.37,547059.5570833333,0.0
2025-11-16,NO5,PRIMARY,369108.414,15379.517249999999,0.0
2025-11-16,NO5,SECONDARY,27102558.2,1129273.2583333333,0.0
2025-11-16,NO5,TERTIARY,6946887.05,289453.6270833333,0.0
2025-11-17,NO1,CABIN,2687947.809,111997.825375,0.0
2025-11-17,NO1,HOUSEHOLD,59075562.5,2461481.7708333335,0.0
2025-11-17,NO1,PRIMARY,1302452.743,54268.864291666665,0.0
2025-11-17,NO1,SECONDARY,20460107.87,852504.4945833334,0.0
2025-11-17,NO1,TERTIARY,36208917.2,1508704.8833333335,0.0
2025-11-17,NO2,CABIN,2032130.357,84672.09820833334,0.0
2025-11-17,NO2,HOUSEHOLD,33027864.4,1376161.0166666666,0.0
2025-11-17,NO2,PRIMARY,2182391.556,90932.9815,0.0
2025-11-17,NO2,SECONDARY,54462392.2,2269266.341666667,0.0
2025-11-17,NO2,TERTIARY,18823084.82,784295.2008333333,0.0
2025-11-17,NO3,CABIN,1357595.569,56566.48204166666,0.0
2025-11-17,NO3,HOUSEHOLD,21826960.1,909456.6708333334,0.0
2025-11-17,NO3,PRIMARY,2458539.352,102439.13966666667,0.0
2025-11-17,NO3,SECONDARY,46946375.2,1956098.9666666668,0.0
2025-11-17,NO3,TERTIARY,17805702.11,741904.2545833333,0.0
2025-11-17,NO4,CABIN,1387461.358,57810.88991666667,0.0
2025-11-17,NO4,HOUSEHOLD,16878084.1,703253.5041666668,0.0
2025-11-17,NO4,PRIMARY,1665926.216,69413.59233333333,0.0
2025-11-17,NO4,SECONDARY,29470195.5,1227924.8125,0.0
2025-11-17,NO4,TERTIARY,13471846.57,561326.9404166667,0.0
2025-11-17,NO5,CABIN,1239365.912,51640.246333333336,0.0
2025-11-17,NO5,HOUSEHOLD,13478676.32,561611.5133333333,0.0
2025-11-17,NO5,PRIMARY,387844.13300000003,16160.172208333335,0.0
2025-11-17,NO5,SECONDARY,27784133.9,1157672.2458333333,0.0
2025-11-17,NO5,TERTIARY,8871249.78,369635.4075,0.0
2025-11-18,NO1,CABIN,2827965.295,117831.88729166666,0.0
2025-11-18,NO1,HOUSEHOLD,60596463.4,2524852.6416666666,0.0
2025-11-18,NO1,PRIMARY,1324102.105,55170.92104166667,0.0
2025-11-18,NO1,SECONDARY,20543230.76,855967.9483333334,0.0
2025-11-18,NO1,TERTIARY,37088520.1,1545355.0041666667,0.0
2025-11-18,NO2,CABIN,2172227.853,90509.493875,0.0
2025-11-18,NO2,HOUSEHOLD,34389656.3,1432902.3458333332,0.0
2025-11-18,NO2,PRIMARY,2205570.718,91898.77991666667,0.0
2025-11-18,NO2,SECONDARY,54758964.5,2281623.5208333335,0.0
2025-11-18,NO2,TERTIARY,19491712.35,812154.68125,0.0
2025-11-18,NO3,CABIN,1427341.217,59472.55070833333,0.0
2025-11-18,NO3,HOUSEHOLD,22462179.919999998,935924.1633333332,0.0
2025-11-18,NO3,PRIMARY,2482049.754,103418.73975000001,0.0
2025-11-18,NO3,SECONDARY,45406126.9,1891921.9541666666,0.0
2025-11-18,NO3,TERTIARY,17496069.16,729002.8816666667,0.0
2025-11-18,NO4,CABIN,1461844.726,60910.19691666667,0.0
2025-11-18,NO4,HOUSEHOLD,17547190.94,731132.9558333334,0.0
2025-11-18,NO4,PRIMARY,1684020.662,70167.52758333333,0.0
2025-11-18,NO4,SECONDARY,29470041.0,1227918.375,0.0
2025-11-18,NO4,TERTIARY,13803171.719999999,575132.1549999999,0.0
2025-11-18,NO5,CABIN,1315258.808,54802.450333333334,0.0
2025-11-18,NO5,HOUSEHOLD,13965042.83,581876.7845833333,0.0
2025-11-18,NO5,PRIMARY,399609.933,16650.413875000002,0.0
2025-11-18,NO5,SECONDARY,27373571.1,1140565.4625000001,0.0
2025-11-18,NO5,TERTIARY,9144913.6,381038.06666666665,0.0
2025-11-19,NO1,CABIN,3199258.801,133302.45004166666,0.0
2025-11-19,NO1,HOUSEHOLD,62956698.5,2623195.7708333335,0.0
2025-11-19,NO1,PRIMARY,1374857.981,57285.74920833333,0.0
2025-11-19,NO1,SECONDARY,20292122.24,845505.0933333333,0.0
2025-11-19,NO1,TERTIARY,38618878.6,1609119.9416666667,0.0
2025-11-19,NO2,CABIN,2539248.251,105802.01045833335,0.0
2025-11-19,NO2,HOUSEHOLD,37094452.4,1545602.1833333333,0.0
2025-11-19,NO2,PRIMARY,2246158.305,93589.929375,0.0
2025-11-19,NO2,SECONDARY,55746867.6,2322786.15,0.0
2025-11-19,NO2,TERTIARY,20547362.5,856140.1041666666,0.0
2025-11-19,NO3,CABIN,1591714.777,66321.44904166667,0.0
2025-11-19,NO3,HOUSEHOLD,23756589.87,989857.91125,0.0
2025-11-19,NO3,PRIMARY,2551674.989,106319.79120833334,0.0
2025-11-19,NO3,SECONDARY,44873669.1,1869736.2125000001,0.0
2025-11-19,NO3,TERTIARY,18164329.14,756847.0475,0.0
2025-11-19,NO4,CABIN,1520155.064,63339.79433333333,0.0
2025-11-19,NO4,HOUSEHOLD,18078629.740000002,753276.2391666668,0.0
2025-11-19,NO4,PRIMARY,1718194.169,71591.42370833333,0.0
2025-11-19,NO4,SECONDARY,28822433.2,1200934.7166666666,0.0
2025-11-19,NO4,TERTIARY,13931027.799999999,580459.4916666666,0.0
2025-11-19,NO5,CABIN,1543345.913,64306.07970833333,0.0
2025-11-19,NO5,HOUSEHOLD,15151723.56,631321.8150000001,0.0
2025-11-19,NO5,PRIMARY,417055.743,17377.322625,0.0
2025-11-19,NO5,SECONDARY,27090842.2,1128785.0916666666,0.0
2025-11-19,NO5,TERTIARY,9920263.03,413344.29291666666,0.0
2025-11-20,NO1,CABIN,3626950.28,151122.92833333332,0.0
2025-11-20,NO1,HOUSEHOLD,67625004.0,2817708.5,0.0
2025-11-20,NO1,PRIMARY,1443360.314,60140.01308333333,0.0
2025-11-20,NO1,SECONDARY,22001569.63,916732.0679166666,0.0
2025-11-20,NO1,TERTIARY,40089886.2,1670411.925,0.0
2025-11-20,NO2,CABIN,2884309.31,120179.55458333333,0.0
2025-11-20,NO2,HOUSEHOLD,39451704.2,1643821.0083333335,0.0
2025-11-20,NO2,PRIMARY,2319428.749,96642.86454166665,0.0
2025-11-20,NO2,SECONDARY,55049966.9,2293748.620833333,0.0
2025-11-20,NO2,TERTIARY,21484297.79,895179.0745833333,0.0
2025-11-20,NO3,CABIN,1722115.8059999999,71754.82525,0.0
2025-11-20,NO3,HOUSEHOLD,24668910.31,1027871.2629166666,0.0
2025-11-20,NO3,PRIMARY,2608322.539,108680.10579166666,0.0
2025-11-20,NO3,SECONDARY,45685475.5,1903561.4791666667,0.0
2025-11-20,NO3,TERTIARY,18574892.82,773953.8675,0.0
2025-11-20,NO4,CABIN,1578295.839,65762.326625,0.0
2025-11-20,NO4,HOUSEHOLD,18477993.98,769916.4158333334,0.0
2025-11-20,NO4,PRIMARY,1718607.512,71608.64633333334,0.0
2025-11-20,NO4,SECONDARY,29219858.8,1217494.1166666667,0.0
2025-11-20,NO4,TERTIARY,14148402.65,589516.7770833333,0.0
2025-11-20,NO5,CABIN,1741375.124,72557.29683333334,0.0
2025-11-20,NO5,HOUSEHOLD,16140298.9,672512.4541666667,0.0
2025-11-20,NO5,PRIMARY,431425.97000000003,17976.082083333335,0.0
2025-11-20,NO5,SECONDARY,26647076.2,1110294.8416666666,0.0
2025-11-20,NO5,TERTIARY,10380393.53,432516.3970833333,0.0
2025-11-21,NO1,CABIN,3679438.18,159975.57304347827,0.0
2025-11-21,NO1,HOUSEHOLD,66368788.2,2885599.486956522,0.0
2025-11-21,NO1,PRIMARY,1398369.506,60798.674173913045,0.0
2025-11-21,NO1,SECONDARY,19215498.8,835456.4695652174,0.0
2025-11-21,NO1,TERTIARY,37346033.4,1623740.5826086956,0.0
2025-11-21,NO2,CABIN,2954238.266,128445.14199999999,0.0
2025-11-21,NO2,HOUSEHOLD,38452240.9,1671836.5608695652,0.0
2025-11-21,NO2,PRIMARY,2230289.342,96969.10182608696,0.0
2025-11-21,NO2,SECONDARY,51476435.0,2238105.8695652173,0.0
2025-11-21,NO2,TERTIARY,20681754.35,899206.7108695653,0.0
2025-11-21,NO3,CABIN,1662026.037,72262.00160869565,0.0
2025-11-21,NO3,HOUSEHOLD,22895445.3,995454.143478261,0.0
2025-11-21,NO3,PRIMARY,2462994.982,107086.73834782607,0.0
2025-11-21,NO3,SECONDARY,45684373.5,1986277.108695652,0.0
2025-11-21,NO3,TERTIARY,17398107.02,756439.4356521739,0.0
2025-11-21,NO4,CABIN,1576311.824,68535.29669565217,0.0
2025-11-21,NO4,HOUSEHOLD,17982997.8,781869.4695652174,0.0
2025-11-21,NO4,PRIMARY,1619299.285,70404.31673913043,0.0
2025-11-21,NO4,SECONDARY,27272000.0,1185739.1304347827,0.0
2025-11-21,NO4,TERTIARY,13846278.74,602012.1191304348,0.0
2025-11-21,NO5,CABIN,1735054.129,75437.13604347825,0.0
2025-11-21,NO5,HOUSEHOLD,15503253.22,674054.4878260869,0.0
2025-11-21,NO5,PRIMARY,417778.25700000004,18164.272043478264,0.0
2025-11-21,NO5,SECONDARY,26028916.8,1131692.0347826087,0.0
2025-11-21,NO5,TERTIARY,9761268.05,424402.9586956522,0.0
